Channel,Vehicle,age_min,age_max,gender,concat,a,b,c
FB/IG,Auction_BRAND_AWARENESS,65,69,F,FB/IGAuction_BRAND_AWARENESSF6569,-4.596911746,0.88011,0.414752974
FB/IG,Auction_BRAND_AWARENESS,7,12,M,FB/IGAuction_BRAND_AWARENESSM712,-4.115104854,0.85082,0.38413056
FB/IG,Auction_BRAND_AWARENESS,13,18,M,FB/IGAuction_BRAND_AWARENESSM1318,-4.115104854,0.85082,0.739528699
FB/IG,Auction_BRAND_AWARENESS,19,24,M,FB/IGAuction_BRAND_AWARENESSM1924,-4.115104854,0.85082,0.740272431
FB/IG,Auction_BRAND_AWARENESS,25,29,M,FB/IGAuction_BRAND_AWARENESSM2529,-4.115104854,0.85082,0.64781852
FB/IG,Auction_BRAND_AWARENESS,30,34,M,FB/IGAuction_BRAND_AWARENESSM3034,-4.115104854,0.85082,0.667736431
FB/IG,Auction_BRAND_AWARENESS,35,39,M,FB/IGAuction_BRAND_AWARENESSM3539,-4.251412961,0.83112,0.679911326
FB/IG,Auction_BRAND_AWARENESS,40,44,M,FB/IGAuction_BRAND_AWARENESSM4044,-4.415737551,0.80769,0.678504953
FB/IG,Auction_BRAND_AWARENESS,45,49,M,FB/IGAuction_BRAND_AWARENESSM4549,-4.425714144,0.87782,0.626860386
FB/IG,Auction_BRAND_AWARENESS,7,12,F,FB/IGAuction_BRAND_AWARENESSF712,-4.115104854,0.85082,0.374310665
FB/IG,Auction_BRAND_AWARENESS,13,18,F,FB/IGAuction_BRAND_AWARENESSF1318,-4.115104854,0.85082,0.557403754
FB/IG,Auction_BRAND_AWARENESS,19,24,F,FB/IGAuction_BRAND_AWARENESSF1924,-4.115104854,0.85082,0.561905912
FB/IG,Auction_BRAND_AWARENESS,25,29,F,FB/IGAuction_BRAND_AWARENESSF2529,-4.115104854,0.85082,0.574225641
FB/IG,Auction_BRAND_AWARENESS,30,34,F,FB/IGAuction_BRAND_AWARENESSF3034,-4.115104854,0.85082,0.626648921
FB/IG,Auction_BRAND_AWARENESS,35,39,F,FB/IGAuction_BRAND_AWARENESSF3539,-4.251412961,0.83112,0.539059215
FB/IG,Auction_BRAND_AWARENESS,40,44,F,FB/IGAuction_BRAND_AWARENESSF4044,-4.415737551,0.80769,0.541806921
FB/IG,Auction_BRAND_AWARENESS,45,49,F,FB/IGAuction_BRAND_AWARENESSF4549,-4.425714144,0.87782,0.549141428
FB/IG,Auction_BRAND_AWARENESS,50,54,M,FB/IGAuction_BRAND_AWARENESSM5054,-4.551105986,0.87064,0.638649088
FB/IG,Auction_BRAND_AWARENESS,60,64,M,FB/IGAuction_BRAND_AWARENESSM6064,-4.596911746,0.88011,0.611361858
FB/IG,Auction_BRAND_AWARENESS,50,54,F,FB/IGAuction_BRAND_AWARENESSF5054,-4.551105986,0.87064,0.449608298
FB/IG,Auction_BRAND_AWARENESS,60,64,F,FB/IGAuction_BRAND_AWARENESSF6064,-4.596911746,0.88011,0.414752974
FB/IG,Auction_CONVERSIONS,55,59,M,FB/IGAuction_CONVERSIONSM5559,-4.575526148,0.9012,0.638649088
FB/IG,Auction_CONVERSIONS,65,69,M,FB/IGAuction_CONVERSIONSM6569,-4.621577691,0.91101,0.611361858
FB/IG,Auction_CONVERSIONS,55,59,F,FB/IGAuction_CONVERSIONSF5559,-4.575526148,0.9012,0.449608298
FB/IG,Auction_CONVERSIONS,65,69,F,FB/IGAuction_CONVERSIONSF6569,-4.621577691,0.91101,0.414752974
FB/IG,Auction_CONVERSIONS,7,12,M,FB/IGAuction_CONVERSIONSM712,-4.137185537,0.88068,0.38413056
FB/IG,Auction_CONVERSIONS,13,18,M,FB/IGAuction_CONVERSIONSM1318,-4.137185537,0.88068,0.739528699
FB/IG,Auction_CONVERSIONS,19,24,M,FB/IGAuction_CONVERSIONSM1924,-4.137185537,0.88068,0.740272431
FB/IG,Auction_CONVERSIONS,25,29,M,FB/IGAuction_CONVERSIONSM2529,-4.137185537,0.88068,0.64781852
FB/IG,Auction_CONVERSIONS,30,34,M,FB/IGAuction_CONVERSIONSM3034,-4.137185537,0.88068,0.667736431
FB/IG,Auction_CONVERSIONS,35,39,M,FB/IGAuction_CONVERSIONSM3539,-4.274225041,0.8603,0.679911326
FB/IG,Auction_CONVERSIONS,40,44,M,FB/IGAuction_CONVERSIONSM4044,-4.439431358,0.83604,0.678504953
FB/IG,Auction_CONVERSIONS,45,49,M,FB/IGAuction_CONVERSIONSM4549,-4.449461484,0.90863,0.626860386
FB/IG,Auction_CONVERSIONS,7,12,F,FB/IGAuction_CONVERSIONSF712,-4.137185537,0.88068,0.374310665
FB/IG,Auction_CONVERSIONS,13,18,F,FB/IGAuction_CONVERSIONSF1318,-4.137185537,0.88068,0.557403754
FB/IG,Auction_CONVERSIONS,19,24,F,FB/IGAuction_CONVERSIONSF1924,-4.137185537,0.88068,0.561905912
FB/IG,Auction_CONVERSIONS,25,29,F,FB/IGAuction_CONVERSIONSF2529,-4.137185537,0.88068,0.574225641
FB/IG,Auction_CONVERSIONS,30,34,F,FB/IGAuction_CONVERSIONSF3034,-4.137185537,0.88068,0.626648921
FB/IG,Auction_CONVERSIONS,35,39,F,FB/IGAuction_CONVERSIONSF3539,-4.274225041,0.8603,0.539059215
FB/IG,Auction_CONVERSIONS,40,44,F,FB/IGAuction_CONVERSIONSF4044,-4.439431358,0.83604,0.541806921
FB/IG,Auction_CONVERSIONS,45,49,F,FB/IGAuction_CONVERSIONSF4549,-4.449461484,0.90863,0.549141428
FB/IG,Auction_CONVERSIONS,50,54,M,FB/IGAuction_CONVERSIONSM5054,-4.575526148,0.9012,0.638649088
FB/IG,Auction_CONVERSIONS,60,64,M,FB/IGAuction_CONVERSIONSM6064,-4.621577691,0.91101,0.611361858
FB/IG,Auction_CONVERSIONS,50,54,F,FB/IGAuction_CONVERSIONSF5054,-4.575526148,0.9012,0.449608298
FB/IG,Auction_CONVERSIONS,60,64,F,FB/IGAuction_CONVERSIONSF6064,-4.621577691,0.91101,0.414752974
FB/IG,Auction_LINK_CLICKS,55,59,M,FB/IGAuction_LINK_CLICKSM5559,-4.620006139,0.8587,0.638649088
FB/IG,Auction_LINK_CLICKS,65,69,M,FB/IGAuction_LINK_CLICKSM6569,-4.666505362,0.86804,0.611361858
FB/IG,Auction_LINK_CLICKS,55,59,F,FB/IGAuction_LINK_CLICKSF5559,-4.620006139,0.8587,0.449608298
FB/IG,Auction_LINK_CLICKS,65,69,F,FB/IGAuction_LINK_CLICKSF6569,-4.666505362,0.86804,0.414752974
FB/IG,Auction_LINK_CLICKS,7,12,M,FB/IGAuction_LINK_CLICKSM712,-4.177404293,0.83915,0.38413056
FB/IG,Auction_LINK_CLICKS,13,18,M,FB/IGAuction_LINK_CLICKSM1318,-4.177404293,0.83915,0.739528699
FB/IG,Auction_LINK_CLICKS,19,24,M,FB/IGAuction_LINK_CLICKSM1924,-4.177404293,0.83915,0.740272431
FB/IG,Auction_LINK_CLICKS,25,29,M,FB/IGAuction_LINK_CLICKSM2529,-4.177404293,0.83915,0.64781852
FB/IG,Auction_LINK_CLICKS,30,34,M,FB/IGAuction_LINK_CLICKSM3034,-4.177404293,0.83915,0.667736431
FB/IG,Auction_LINK_CLICKS,35,39,M,FB/IGAuction_LINK_CLICKSM3539,-4.315775998,0.81973,0.679911326
FB/IG,Auction_LINK_CLICKS,40,44,M,FB/IGAuction_LINK_CLICKSM4044,-4.482588332,0.79661,0.678504953
FB/IG,Auction_LINK_CLICKS,45,49,M,FB/IGAuction_LINK_CLICKSM4549,-4.492715964,0.86578,0.626860386
FB/IG,Auction_LINK_CLICKS,7,12,F,FB/IGAuction_LINK_CLICKSF712,-4.177404293,0.83915,0.374310665
FB/IG,Auction_LINK_CLICKS,13,18,F,FB/IGAuction_LINK_CLICKSF1318,-4.177404293,0.83915,0.557403754
FB/IG,Auction_LINK_CLICKS,19,24,F,FB/IGAuction_LINK_CLICKSF1924,-4.177404293,0.83915,0.561905912
FB/IG,Auction_LINK_CLICKS,25,29,F,FB/IGAuction_LINK_CLICKSF2529,-4.177404293,0.83915,0.574225641
FB/IG,Auction_LINK_CLICKS,30,34,F,FB/IGAuction_LINK_CLICKSF3034,-4.177404293,0.83915,0.626648921
FB/IG,Auction_LINK_CLICKS,35,39,F,FB/IGAuction_LINK_CLICKSF3539,-4.315775998,0.81973,0.539059215
FB/IG,Auction_LINK_CLICKS,40,44,F,FB/IGAuction_LINK_CLICKSF4044,-4.482588332,0.79661,0.541806921
FB/IG,Auction_LINK_CLICKS,45,49,F,FB/IGAuction_LINK_CLICKSF4549,-4.492715964,0.86578,0.549141428
FB/IG,Auction_LINK_CLICKS,50,54,M,FB/IGAuction_LINK_CLICKSM5054,-4.620006139,0.8587,0.638649088
FB/IG,Auction_LINK_CLICKS,60,64,M,FB/IGAuction_LINK_CLICKSM6064,-4.666505362,0.86804,0.611361858
FB/IG,Auction_LINK_CLICKS,50,54,F,FB/IGAuction_LINK_CLICKSF5054,-4.620006139,0.8587,0.449608298
FB/IG,Auction_LINK_CLICKS,60,64,F,FB/IGAuction_LINK_CLICKSF6064,-4.666505362,0.86804,0.414752974
FB/IG,Auction_PAGE_LIKES,55,59,M,FB/IGAuction_PAGE_LIKESM5559,-4.599651396,0.89476,0.638649088
FB/IG,Auction_PAGE_LIKES,65,69,M,FB/IGAuction_PAGE_LIKESM6569,-4.645945754,0.9045,0.611361858
FB/IG,Auction_PAGE_LIKES,55,59,F,FB/IGAuction_PAGE_LIKESF5559,-4.599651396,0.89476,0.449608298
FB/IG,Auction_PAGE_LIKES,65,69,F,FB/IGAuction_PAGE_LIKESF6569,-4.645945754,0.9045,0.414752974
FB/IG,Auction_PAGE_LIKES,7,12,M,FB/IGAuction_PAGE_LIKESM712,-4.158999558,0.87439,0.38413056
FB/IG,Auction_PAGE_LIKES,13,18,M,FB/IGAuction_PAGE_LIKESM1318,-4.158999558,0.87439,0.739528699
FB/IG,Auction_PAGE_LIKES,19,24,M,FB/IGAuction_PAGE_LIKESM1924,-4.158999558,0.87439,0.740272431
FB/IG,Auction_PAGE_LIKES,25,29,M,FB/IGAuction_PAGE_LIKESM2529,-4.158999558,0.87439,0.64781852
FB/IG,Auction_PAGE_LIKES,30,34,M,FB/IGAuction_PAGE_LIKESM3034,-4.158999558,0.87439,0.667736431
FB/IG,Auction_PAGE_LIKES,35,39,M,FB/IGAuction_PAGE_LIKESM3539,-4.296761627,0.85415,0.679911326
FB/IG,Auction_PAGE_LIKES,40,44,M,FB/IGAuction_PAGE_LIKESM4044,-4.462839023,0.83006,0.678504953
FB/IG,Auction_PAGE_LIKES,45,49,M,FB/IGAuction_PAGE_LIKESM4549,-4.472922034,0.90214,0.626860386
FB/IG,Auction_PAGE_LIKES,7,12,F,FB/IGAuction_PAGE_LIKESF712,-4.158999558,0.87439,0.374310665
FB/IG,Auction_PAGE_LIKES,13,18,F,FB/IGAuction_PAGE_LIKESF1318,-4.158999558,0.87439,0.557403754
FB/IG,Auction_PAGE_LIKES,19,24,F,FB/IGAuction_PAGE_LIKESF1924,-4.158999558,0.87439,0.561905912
FB/IG,Auction_PAGE_LIKES,25,29,F,FB/IGAuction_PAGE_LIKESF2529,-4.158999558,0.87439,0.574225641
FB/IG,Auction_PAGE_LIKES,30,34,F,FB/IGAuction_PAGE_LIKESF3034,-4.158999558,0.87439,0.626648921
FB/IG,Auction_PAGE_LIKES,35,39,F,FB/IGAuction_PAGE_LIKESF3539,-4.296761627,0.85415,0.539059215
FB/IG,Auction_PAGE_LIKES,40,44,F,FB/IGAuction_PAGE_LIKESF4044,-4.462839023,0.83006,0.541806921
FB/IG,Auction_PAGE_LIKES,45,49,F,FB/IGAuction_PAGE_LIKESF4549,-4.472922034,0.90214,0.549141428
FB/IG,Auction_PAGE_LIKES,50,54,M,FB/IGAuction_PAGE_LIKESM5054,-4.599651396,0.89476,0.638649088
FB/IG,Auction_PAGE_LIKES,60,64,M,FB/IGAuction_PAGE_LIKESM6064,-4.645945754,0.9045,0.611361858
FB/IG,Auction_PAGE_LIKES,50,54,F,FB/IGAuction_PAGE_LIKESF5054,-4.599651396,0.89476,0.449608298
FB/IG,Auction_PAGE_LIKES,60,64,F,FB/IGAuction_PAGE_LIKESF6064,-4.645945754,0.9045,0.414752974
FB/IG,Auction_POST_ENGAGEMENT,55,59,M,FB/IGAuction_POST_ENGAGEMENTM5559,-4.602668604,0.90115,0.638649088
FB/IG,Auction_POST_ENGAGEMENT,65,69,M,FB/IGAuction_POST_ENGAGEMENTM6569,-4.648993329,0.91096,0.611361858
FB/IG,Auction_POST_ENGAGEMENT,55,59,F,FB/IGAuction_POST_ENGAGEMENTF5559,-4.602668604,0.90115,0.449608298
FB/IG,Auction_POST_ENGAGEMENT,65,69,F,FB/IGAuction_POST_ENGAGEMENTF6569,-4.648993329,0.91096,0.414752974
FB/IG,Auction_POST_ENGAGEMENT,7,12,M,FB/IGAuction_POST_ENGAGEMENTM712,-4.161727714,0.88063,0.38413056
FB/IG,Auction_POST_ENGAGEMENT,13,18,M,FB/IGAuction_POST_ENGAGEMENTM1318,-4.161727714,0.88063,0.739528699
FB/IG,Auction_POST_ENGAGEMENT,19,24,M,FB/IGAuction_POST_ENGAGEMENTM1924,-4.161727714,0.88063,0.740272431
FB/IG,Auction_POST_ENGAGEMENT,25,29,M,FB/IGAuction_POST_ENGAGEMENTM2529,-4.161727714,0.88063,0.64781852
FB/IG,Auction_POST_ENGAGEMENT,30,34,M,FB/IGAuction_POST_ENGAGEMENTM3034,-4.161727714,0.88063,0.667736431
FB/IG,Auction_POST_ENGAGEMENT,35,39,M,FB/IGAuction_POST_ENGAGEMENTM3539,-4.299580151,0.86025,0.679911326
FB/IG,Auction_POST_ENGAGEMENT,40,44,M,FB/IGAuction_POST_ENGAGEMENTM4044,-4.465766487,0.83599,0.678504953
FB/IG,Auction_POST_ENGAGEMENT,45,49,M,FB/IGAuction_POST_ENGAGEMENTM4549,-4.475856113,0.90858,0.626860386
FB/IG,Auction_POST_ENGAGEMENT,7,12,F,FB/IGAuction_POST_ENGAGEMENTF712,-4.161727714,0.88063,0.374310665
FB/IG,Auction_POST_ENGAGEMENT,13,18,F,FB/IGAuction_POST_ENGAGEMENTF1318,-4.161727714,0.88063,0.557403754
FB/IG,Auction_POST_ENGAGEMENT,19,24,F,FB/IGAuction_POST_ENGAGEMENTF1924,-4.161727714,0.88063,0.561905912
FB/IG,Auction_POST_ENGAGEMENT,25,29,F,FB/IGAuction_POST_ENGAGEMENTF2529,-4.161727714,0.88063,0.574225641
FB/IG,Auction_POST_ENGAGEMENT,30,34,F,FB/IGAuction_POST_ENGAGEMENTF3034,-4.161727714,0.88063,0.626648921
FB/IG,Auction_POST_ENGAGEMENT,35,39,F,FB/IGAuction_POST_ENGAGEMENTF3539,-4.299580151,0.86025,0.539059215
FB/IG,Auction_POST_ENGAGEMENT,40,44,F,FB/IGAuction_POST_ENGAGEMENTF4044,-4.465766487,0.83599,0.541806921
FB/IG,Auction_POST_ENGAGEMENT,45,49,F,FB/IGAuction_POST_ENGAGEMENTF4549,-4.475856113,0.90858,0.549141428
FB/IG,Auction_POST_ENGAGEMENT,50,54,M,FB/IGAuction_POST_ENGAGEMENTM5054,-4.602668604,0.90115,0.638649088
FB/IG,Auction_POST_ENGAGEMENT,60,64,M,FB/IGAuction_POST_ENGAGEMENTM6064,-4.648993329,0.91096,0.611361858
FB/IG,Auction_POST_ENGAGEMENT,50,54,F,FB/IGAuction_POST_ENGAGEMENTF5054,-4.602668604,0.90115,0.449608298
FB/IG,Auction_POST_ENGAGEMENT,60,64,F,FB/IGAuction_POST_ENGAGEMENTF6064,-4.648993329,0.91096,0.414752974
FB/IG,Auction_PRODUCT_CATALOG_SALES,55,59,M,FB/IGAuction_PRODUCT_CATALOG_SALESM5559,-5.020699132,0.98845,0.638649088
FB/IG,Auction_PRODUCT_CATALOG_SALES,65,69,M,FB/IGAuction_PRODUCT_CATALOG_SALESM6569,-5.071231231,0.9992,0.611361858
FB/IG,Auction_PRODUCT_CATALOG_SALES,55,59,F,FB/IGAuction_PRODUCT_CATALOG_SALESF5559,-5.020699132,0.98845,0.449608298
FB/IG,Auction_PRODUCT_CATALOG_SALES,65,69,F,FB/IGAuction_PRODUCT_CATALOG_SALESF6569,-5.071231231,0.9992,0.414752974
FB/IG,Auction_PRODUCT_CATALOG_SALES,7,12,M,FB/IGAuction_PRODUCT_CATALOG_SALESM712,-4.539710442,0.96594,0.38413056
FB/IG,Auction_PRODUCT_CATALOG_SALES,13,18,M,FB/IGAuction_PRODUCT_CATALOG_SALESM1318,-4.539710442,0.96594,0.739528699
FB/IG,Auction_PRODUCT_CATALOG_SALES,19,24,M,FB/IGAuction_PRODUCT_CATALOG_SALESM1924,-4.539710442,0.96594,0.740272431
FB/IG,Auction_PRODUCT_CATALOG_SALES,25,29,M,FB/IGAuction_PRODUCT_CATALOG_SALESM2529,-4.539710442,0.96594,0.64781852
FB/IG,Auction_PRODUCT_CATALOG_SALES,30,34,M,FB/IGAuction_PRODUCT_CATALOG_SALESM3034,-4.539710442,0.96594,0.667736431
FB/IG,Auction_PRODUCT_CATALOG_SALES,35,39,M,FB/IGAuction_PRODUCT_CATALOG_SALESM3539,-4.69008312,0.94358,0.679911326
FB/IG,Auction_PRODUCT_CATALOG_SALES,40,44,M,FB/IGAuction_PRODUCT_CATALOG_SALESM4044,-4.871363084,0.91697,0.678504953
FB/IG,Auction_PRODUCT_CATALOG_SALES,45,49,M,FB/IGAuction_PRODUCT_CATALOG_SALESM4549,-4.882369084,0.99659,0.626860386
FB/IG,Auction_PRODUCT_CATALOG_SALES,7,12,F,FB/IGAuction_PRODUCT_CATALOG_SALESF712,-4.539710442,0.96594,0.374310665
FB/IG,Auction_PRODUCT_CATALOG_SALES,13,18,F,FB/IGAuction_PRODUCT_CATALOG_SALESF1318,-4.539710442,0.96594,0.557403754
FB/IG,Auction_PRODUCT_CATALOG_SALES,19,24,F,FB/IGAuction_PRODUCT_CATALOG_SALESF1924,-4.539710442,0.96594,0.561905912
FB/IG,Auction_PRODUCT_CATALOG_SALES,25,29,F,FB/IGAuction_PRODUCT_CATALOG_SALESF2529,-4.539710442,0.96594,0.574225641
FB/IG,Auction_PRODUCT_CATALOG_SALES,30,34,F,FB/IGAuction_PRODUCT_CATALOG_SALESF3034,-4.539710442,0.96594,0.626648921
FB/IG,Auction_PRODUCT_CATALOG_SALES,35,39,F,FB/IGAuction_PRODUCT_CATALOG_SALESF3539,-4.69008312,0.94358,0.539059215
FB/IG,Auction_PRODUCT_CATALOG_SALES,40,44,F,FB/IGAuction_PRODUCT_CATALOG_SALESF4044,-4.871363084,0.91697,0.541806921
FB/IG,Auction_PRODUCT_CATALOG_SALES,45,49,F,FB/IGAuction_PRODUCT_CATALOG_SALESF4549,-4.882369084,0.99659,0.549141428
FB/IG,Auction_PRODUCT_CATALOG_SALES,50,54,M,FB/IGAuction_PRODUCT_CATALOG_SALESM5054,-5.020699132,0.98845,0.638649088
FB/IG,Auction_PRODUCT_CATALOG_SALES,60,64,M,FB/IGAuction_PRODUCT_CATALOG_SALESM6064,-5.071231231,0.9992,0.611361858
FB/IG,Auction_PRODUCT_CATALOG_SALES,50,54,F,FB/IGAuction_PRODUCT_CATALOG_SALESF5054,-5.020699132,0.98845,0.449608298
FB/IG,Auction_PRODUCT_CATALOG_SALES,60,64,F,FB/IGAuction_PRODUCT_CATALOG_SALESF6064,-5.071231231,0.9992,0.414752974
FB/IG,Auction_REACH,55,59,M,FB/IGAuction_REACHM5559,-4.343899314,0.84794,0.638649088
FB/IG,Auction_REACH,65,69,M,FB/IGAuction_REACHM6569,-4.38761959,0.85717,0.611361858
FB/IG,Auction_REACH,55,59,F,FB/IGAuction_REACHF5559,-4.343899314,0.84794,0.449608298
FB/IG,Auction_REACH,65,69,F,FB/IGAuction_REACHF6569,-4.38761959,0.85717,0.414752974
FB/IG,Auction_REACH,7,12,M,FB/IGAuction_REACHM712,-3.927748816,0.82863,0.38413056
FB/IG,Auction_REACH,13,18,M,FB/IGAuction_REACHM1318,-3.927748816,0.82863,0.739528699
FB/IG,Auction_REACH,19,24,M,FB/IGAuction_REACHM1924,-3.927748816,0.82863,0.740272431
FB/IG,Auction_REACH,25,29,M,FB/IGAuction_REACHM2529,-3.927748816,0.82863,0.64781852
FB/IG,Auction_REACH,30,34,M,FB/IGAuction_REACHM3034,-3.927748816,0.82863,0.667736431
FB/IG,Auction_REACH,35,39,M,FB/IGAuction_REACHM3539,-4.057850971,0.80946,0.679911326
FB/IG,Auction_REACH,40,44,M,FB/IGAuction_REACHM4044,-4.214694049,0.78663,0.678504953
FB/IG,Auction_REACH,45,49,M,FB/IGAuction_REACHM4549,-4.22421642,0.85493,0.626860386
FB/IG,Auction_REACH,7,12,F,FB/IGAuction_REACHF712,-3.927748816,0.82863,0.374310665
FB/IG,Auction_REACH,13,18,F,FB/IGAuction_REACHF1318,-3.927748816,0.82863,0.557403754
FB/IG,Auction_REACH,19,24,F,FB/IGAuction_REACHF1924,-3.927748816,0.82863,0.561905912
FB/IG,Auction_REACH,25,29,F,FB/IGAuction_REACHF2529,-3.927748816,0.82863,0.574225641
FB/IG,Auction_REACH,30,34,F,FB/IGAuction_REACHF3034,-3.927748816,0.82863,0.626648921
FB/IG,Auction_REACH,35,39,F,FB/IGAuction_REACHF3539,-4.057850971,0.80946,0.539059215
FB/IG,Auction_REACH,40,44,F,FB/IGAuction_REACHF4044,-4.214694049,0.78663,0.541806921
FB/IG,Auction_REACH,45,49,F,FB/IGAuction_REACHF4549,-4.22421642,0.85493,0.549141428
FB/IG,Auction_REACH,50,54,M,FB/IGAuction_REACHM5054,-4.343899314,0.84794,0.638649088
FB/IG,Auction_REACH,60,64,M,FB/IGAuction_REACHM6064,-4.38761959,0.85717,0.611361858
FB/IG,Auction_REACH,50,54,F,FB/IGAuction_REACHF5054,-4.343899314,0.84794,0.449608298
FB/IG,Auction_REACH,60,64,F,FB/IGAuction_REACHF6064,-4.38761959,0.85717,0.414752974
FB/IG,overall,55,59,M,FB/IGoverallM5559,-4.599651396,0.89476,0.638649088
FB/IG,overall,65,69,M,FB/IGoverallM6569,-4.645945754,0.9045,0.611361858
FB/IG,overall,55,59,F,FB/IGoverallF5559,-4.599651396,0.89476,0.449608298
FB/IG,overall,65,69,F,FB/IGoverallF6569,-4.645945754,0.9045,0.414752974
FB/IG,overall,7,12,M,FB/IGoverallM712,-4.158999558,0.87439,0.38413056
FB/IG,overall,13,18,M,FB/IGoverallM1318,-4.158999558,0.87439,0.739528699
FB/IG,overall,19,24,M,FB/IGoverallM1924,-4.158999558,0.87439,0.740272431
FB/IG,overall,25,29,M,FB/IGoverallM2529,-4.158999558,0.87439,0.64781852
FB/IG,overall,30,34,M,FB/IGoverallM3034,-4.158999558,0.87439,0.667736431
FB/IG,overall,35,39,M,FB/IGoverallM3539,-4.296761627,0.85415,0.679911326
FB/IG,overall,40,44,M,FB/IGoverallM4044,-4.462839023,0.83006,0.678504953
FB/IG,overall,45,49,M,FB/IGoverallM4549,-4.472922034,0.90214,0.626860386
FB/IG,overall,7,12,F,FB/IGoverallF712,-4.158999558,0.87439,0.374310665
FB/IG,overall,13,18,F,FB/IGoverallF1318,-4.158999558,0.87439,0.557403754
FB/IG,overall,19,24,F,FB/IGoverallF1924,-4.158999558,0.87439,0.561905912
FB/IG,overall,25,29,F,FB/IGoverallF2529,-4.158999558,0.87439,0.574225641
FB/IG,overall,30,34,F,FB/IGoverallF3034,-4.158999558,0.87439,0.626648921
FB/IG,overall,35,39,F,FB/IGoverallF3539,-4.296761627,0.85415,0.539059215
FB/IG,overall,40,44,F,FB/IGoverallF4044,-4.462839023,0.83006,0.541806921
FB/IG,overall,45,49,F,FB/IGoverallF4549,-4.472922034,0.90214,0.549141428
FB/IG,overall,50,54,M,FB/IGoverallM5054,-4.599651396,0.89476,0.638649088
FB/IG,overall,60,64,M,FB/IGoverallM6064,-4.645945754,0.9045,0.611361858
FB/IG,overall,50,54,F,FB/IGoverallF5054,-4.599651396,0.89476,0.449608298
FB/IG,overall,60,64,F,FB/IGoverallF6064,-4.645945754,0.9045,0.414752974
FB/IG,Reserved_POST_ENGAGEMENT,55,59,M,FB/IGReserved_POST_ENGAGEMENTM5559,-4.599651396,0.89476,0.638649088
FB/IG,Reserved_POST_ENGAGEMENT,65,69,M,FB/IGReserved_POST_ENGAGEMENTM6569,-4.645945754,0.9045,0.611361858
FB/IG,Reserved_POST_ENGAGEMENT,55,59,F,FB/IGReserved_POST_ENGAGEMENTF5559,-4.599651396,0.89476,0.449608298
FB/IG,Reserved_POST_ENGAGEMENT,65,69,F,FB/IGReserved_POST_ENGAGEMENTF6569,-4.645945754,0.9045,0.414752974
FB/IG,Reserved_POST_ENGAGEMENT,7,12,M,FB/IGReserved_POST_ENGAGEMENTM712,-4.158999558,0.87439,0.38413056
FB/IG,Reserved_POST_ENGAGEMENT,13,18,M,FB/IGReserved_POST_ENGAGEMENTM1318,-4.158999558,0.87439,0.739528699
FB/IG,Reserved_POST_ENGAGEMENT,19,24,M,FB/IGReserved_POST_ENGAGEMENTM1924,-4.158999558,0.87439,0.740272431
FB/IG,Reserved_POST_ENGAGEMENT,25,29,M,FB/IGReserved_POST_ENGAGEMENTM2529,-4.158999558,0.87439,0.64781852
FB/IG,Reserved_POST_ENGAGEMENT,30,34,M,FB/IGReserved_POST_ENGAGEMENTM3034,-4.158999558,0.87439,0.667736431
FB/IG,Reserved_POST_ENGAGEMENT,35,39,M,FB/IGReserved_POST_ENGAGEMENTM3539,-4.296761627,0.85415,0.679911326
FB/IG,Reserved_POST_ENGAGEMENT,40,44,M,FB/IGReserved_POST_ENGAGEMENTM4044,-4.462839023,0.83006,0.678504953
FB/IG,Reserved_POST_ENGAGEMENT,45,49,M,FB/IGReserved_POST_ENGAGEMENTM4549,-4.472922034,0.90214,0.626860386
FB/IG,Reserved_POST_ENGAGEMENT,7,12,F,FB/IGReserved_POST_ENGAGEMENTF712,-4.158999558,0.87439,0.374310665
FB/IG,Reserved_POST_ENGAGEMENT,13,18,F,FB/IGReserved_POST_ENGAGEMENTF1318,-4.158999558,0.87439,0.557403754
FB/IG,Reserved_POST_ENGAGEMENT,19,24,F,FB/IGReserved_POST_ENGAGEMENTF1924,-4.158999558,0.87439,0.561905912
FB/IG,Reserved_POST_ENGAGEMENT,25,29,F,FB/IGReserved_POST_ENGAGEMENTF2529,-4.158999558,0.87439,0.574225641
FB/IG,Reserved_POST_ENGAGEMENT,30,34,F,FB/IGReserved_POST_ENGAGEMENTF3034,-4.158999558,0.87439,0.626648921
FB/IG,Reserved_POST_ENGAGEMENT,35,39,F,FB/IGReserved_POST_ENGAGEMENTF3539,-4.296761627,0.85415,0.539059215
FB/IG,Reserved_POST_ENGAGEMENT,40,44,F,FB/IGReserved_POST_ENGAGEMENTF4044,-4.462839023,0.83006,0.541806921
FB/IG,Reserved_POST_ENGAGEMENT,45,49,F,FB/IGReserved_POST_ENGAGEMENTF4549,-4.472922034,0.90214,0.549141428
FB/IG,Reserved_POST_ENGAGEMENT,50,54,M,FB/IGReserved_POST_ENGAGEMENTM5054,-4.599651396,0.89476,0.638649088
FB/IG,Reserved_POST_ENGAGEMENT,60,64,M,FB/IGReserved_POST_ENGAGEMENTM6064,-4.645945754,0.9045,0.611361858
FB/IG,Reserved_POST_ENGAGEMENT,50,54,F,FB/IGReserved_POST_ENGAGEMENTF5054,-4.599651396,0.89476,0.449608298
FB/IG,Reserved_POST_ENGAGEMENT,60,64,F,FB/IGReserved_POST_ENGAGEMENTF6064,-4.645945754,0.9045,0.414752974
