Channel,Vehicle,age_min,age_max,gender,concat,a,b,c
Naver,스페셜DA,65,69,M,Naver스페셜DAM6569,-4.66309063,0.93513,0.898266324
Naver,스페셜DA,55,59,F,Naver스페셜DAF5559,-4.66309063,0.93513,0.868671745
Naver,스페셜DA,65,69,F,Naver스페셜DAF6569,-4.66309063,0.93513,0.851658349
Naver,스페셜DA,7,12,M,Naver스페셜DAM712,-4.66309063,0.93513,0.830206364
Naver,스페셜DA,13,18,M,Naver스페셜DAM1318,-4.66309063,0.93513,0.878159203
Naver,스페셜DA,19,24,M,Naver스페셜DAM1924,-4.66309063,0.93513,0.834218813
Naver,스페셜DA,25,29,M,Naver스페셜DAM2529,-4.66309063,0.93513,0.877246833
Naver,스페셜DA,30,34,M,Naver스페셜DAM3034,-4.66309063,0.93513,0.885358768
Naver,스페셜DA,35,39,M,Naver스페셜DAM3539,-4.66309063,0.93513,0.872336176
Naver,스페셜DA,40,44,M,Naver스페셜DAM4044,-4.66309063,0.93513,0.869919556
Naver,스페셜DA,45,49,M,Naver스페셜DAM4549,-4.66309063,0.93513,0.896166116
Naver,스페셜DA,7,12,F,Naver스페셜DAF712,-4.66309063,0.93513,0.814223917
Naver,스페셜DA,13,18,F,Naver스페셜DAF1318,-4.66309063,0.93513,0.824877524
Naver,스페셜DA,19,24,F,Naver스페셜DAF1924,-4.66309063,0.93513,0.848989765
Naver,스페셜DA,25,29,F,Naver스페셜DAF2529,-4.66309063,0.93513,0.900907665
Naver,스페셜DA,30,34,F,Naver스페셜DAF3034,-4.66309063,0.93513,0.861871712
Naver,스페셜DA,35,39,F,Naver스페셜DAF3539,-4.66309063,0.93513,0.881894084
Naver,스페셜DA,40,44,F,Naver스페셜DAF4044,-4.66309063,0.93513,0.913112359
Naver,스페셜DA,45,49,F,Naver스페셜DAF4549,-4.66309063,0.93513,0.910764933
Naver,스페셜DA,50,54,M,Naver스페셜DAM5054,-4.66309063,0.93513,0.904400208
Naver,스페셜DA,60,64,M,Naver스페셜DAM6064,-4.66309063,0.93513,0.898266324
Naver,스페셜DA,50,54,F,Naver스페셜DAF5054,-4.66309063,0.93513,0.868671745
Naver,스페셜DA,60,64,F,Naver스페셜DAF6064,-4.66309063,0.93513,0.851658349
Naver,웹툰배너,55,59,M,Naver웹툰배너M5559,-4.994321582,0.87505,0.904400208
Naver,웹툰배너,65,69,M,Naver웹툰배너M6569,-4.994321582,0.87505,0.898266324
Naver,웹툰배너,55,59,F,Naver웹툰배너F5559,-4.994321582,0.87505,0.868671745
Naver,웹툰배너,65,69,F,Naver웹툰배너F6569,-4.994321582,0.87505,0.851658349
Naver,웹툰배너,7,12,M,Naver웹툰배너M712,-4.994321582,0.87505,0.830206364
Naver,웹툰배너,13,18,M,Naver웹툰배너M1318,-4.994321582,0.87505,0.878159203
Naver,웹툰배너,19,24,M,Naver웹툰배너M1924,-4.994321582,0.87505,0.834218813
Naver,웹툰배너,25,29,M,Naver웹툰배너M2529,-4.994321582,0.87505,0.877246833
Naver,웹툰배너,30,34,M,Naver웹툰배너M3034,-4.994321582,0.87505,0.885358768
Naver,웹툰배너,35,39,M,Naver웹툰배너M3539,-4.994321582,0.87505,0.872336176
Naver,웹툰배너,40,44,M,Naver웹툰배너M4044,-4.994321582,0.87505,0.869919556
Naver,웹툰배너,45,49,M,Naver웹툰배너M4549,-4.994321582,0.87505,0.896166116
Naver,웹툰배너,7,12,F,Naver웹툰배너F712,-4.994321582,0.87505,0.814223917
Naver,웹툰배너,13,18,F,Naver웹툰배너F1318,-4.994321582,0.87505,0.824877524
Naver,웹툰배너,19,24,F,Naver웹툰배너F1924,-4.994321582,0.87505,0.848989765
Naver,웹툰배너,25,29,F,Naver웹툰배너F2529,-4.994321582,0.87505,0.900907665
Naver,웹툰배너,30,34,F,Naver웹툰배너F3034,-4.994321582,0.87505,0.861871712
Naver,웹툰배너,35,39,F,Naver웹툰배너F3539,-4.994321582,0.87505,0.881894084
Naver,웹툰배너,40,44,F,Naver웹툰배너F4044,-4.994321582,0.87505,0.913112359
Naver,웹툰배너,45,49,F,Naver웹툰배너F4549,-4.994321582,0.87505,0.910764933
Naver,웹툰배너,50,54,M,Naver웹툰배너M5054,-4.994321582,0.87505,0.904400208
Naver,웹툰배너,60,64,M,Naver웹툰배너M6064,-4.994321582,0.87505,0.898266324
Naver,웹툰배너,50,54,F,Naver웹툰배너F5054,-4.994321582,0.87505,0.868671745
Naver,웹툰배너,60,64,F,Naver웹툰배너F6064,-4.994321582,0.87505,0.851658349
Naver,타임보드,55,59,M,Naver타임보드M5559,-5.187929424,0.87579,0.904400208
Naver,타임보드,65,69,M,Naver타임보드M6569,-5.187929424,0.87579,0.898266324
Naver,타임보드,55,59,F,Naver타임보드F5559,-5.187929424,0.87579,0.868671745
Naver,타임보드,65,69,F,Naver타임보드F6569,-5.187929424,0.87579,0.851658349
Naver,타임보드,7,12,M,Naver타임보드M712,-5.187929424,0.87579,0.830206364
Naver,타임보드,13,18,M,Naver타임보드M1318,-5.187929424,0.87579,0.878159203
Naver,타임보드,19,24,M,Naver타임보드M1924,-5.187929424,0.87579,0.834218813
Naver,타임보드,25,29,M,Naver타임보드M2529,-5.187929424,0.87579,0.877246833
Naver,타임보드,30,34,M,Naver타임보드M3034,-5.187929424,0.87579,0.885358768
Naver,타임보드,35,39,M,Naver타임보드M3539,-5.187929424,0.87579,0.872336176
Naver,타임보드,40,44,M,Naver타임보드M4044,-5.187929424,0.87579,0.869919556
Naver,타임보드,45,49,M,Naver타임보드M4549,-5.187929424,0.87579,0.896166116
Naver,타임보드,7,12,F,Naver타임보드F712,-5.187929424,0.87579,0.814223917
Naver,타임보드,13,18,F,Naver타임보드F1318,-5.187929424,0.87579,0.824877524
Naver,타임보드,19,24,F,Naver타임보드F1924,-5.187929424,0.87579,0.848989765
Naver,타임보드,25,29,F,Naver타임보드F2529,-5.187929424,0.87579,0.900907665
Naver,타임보드,30,34,F,Naver타임보드F3034,-5.187929424,0.87579,0.861871712
Naver,타임보드,35,39,F,Naver타임보드F3539,-5.187929424,0.87579,0.881894084
Naver,타임보드,40,44,F,Naver타임보드F4044,-5.187929424,0.87579,0.913112359
Naver,타임보드,45,49,F,Naver타임보드F4549,-5.187929424,0.87579,0.910764933
Naver,타임보드,50,54,M,Naver타임보드M5054,-5.187929424,0.87579,0.904400208
Naver,타임보드,60,64,M,Naver타임보드M6064,-5.187929424,0.87579,0.898266324
Naver,타임보드,50,54,F,Naver타임보드F5054,-5.187929424,0.87579,0.868671745
Naver,타임보드,60,64,F,Naver타임보드F6064,-5.187929424,0.87579,0.851658349
Naver,통합DA,55,59,M,Naver통합DAM5559,-4.930104828,0.8524,0.904400208
Naver,통합DA,65,69,M,Naver통합DAM6569,-4.930104828,0.8524,0.898266324
Naver,통합DA,55,59,F,Naver통합DAF5559,-4.930104828,0.8524,0.868671745
Naver,통합DA,65,69,F,Naver통합DAF6569,-4.930104828,0.8524,0.851658349
Naver,통합DA,7,12,M,Naver통합DAM712,-4.930104828,0.8524,0.830206364
Naver,통합DA,13,18,M,Naver통합DAM1318,-4.930104828,0.8524,0.878159203
Naver,통합DA,19,24,M,Naver통합DAM1924,-4.930104828,0.8524,0.834218813
Naver,통합DA,25,29,M,Naver통합DAM2529,-4.930104828,0.8524,0.877246833
Naver,통합DA,30,34,M,Naver통합DAM3034,-4.930104828,0.8524,0.885358768
Naver,통합DA,35,39,M,Naver통합DAM3539,-4.930104828,0.8524,0.872336176
Naver,통합DA,40,44,M,Naver통합DAM4044,-4.930104828,0.8524,0.869919556
Naver,통합DA,45,49,M,Naver통합DAM4549,-4.930104828,0.8524,0.896166116
Naver,통합DA,7,12,F,Naver통합DAF712,-4.930104828,0.8524,0.814223917
Naver,통합DA,13,18,F,Naver통합DAF1318,-4.930104828,0.8524,0.824877524
Naver,통합DA,19,24,F,Naver통합DAF1924,-4.930104828,0.8524,0.848989765
Naver,통합DA,25,29,F,Naver통합DAF2529,-4.930104828,0.8524,0.900907665
Naver,통합DA,30,34,F,Naver통합DAF3034,-4.930104828,0.8524,0.861871712
Naver,통합DA,35,39,F,Naver통합DAF3539,-4.930104828,0.8524,0.881894084
Naver,통합DA,40,44,F,Naver통합DAF4044,-4.930104828,0.8524,0.913112359
Naver,통합DA,45,49,F,Naver통합DAF4549,-4.930104828,0.8524,0.910764933
Naver,통합DA,50,54,M,Naver통합DAM5054,-4.930104828,0.8524,0.904400208
Naver,통합DA,60,64,M,Naver통합DAM6064,-4.930104828,0.8524,0.898266324
Naver,통합DA,50,54,F,Naver통합DAF5054,-4.930104828,0.8524,0.868671745
Naver,통합DA,60,64,F,Naver통합DAF6064,-4.930104828,0.8524,0.851658349
Kakao,overall,55,59,M,KakaooverallM5559,-5.236826457,0.80798,0.906231756
Kakao,overall,65,69,M,KakaooverallM6569,-5.236826457,0.80798,0.900092456
Kakao,overall,55,59,F,KakaooverallF5559,-5.236826457,0.80798,0.92449382
Kakao,overall,65,69,F,KakaooverallF6569,-5.236826457,0.80798,0.932005498
Kakao,overall,7,12,M,KakaooverallM712,-5.236826457,0.80798,0.846030297
Kakao,overall,13,18,M,KakaooverallM1318,-5.236826457,0.80798,0.947724985
Kakao,overall,19,24,M,KakaooverallM1924,-5.236826457,0.80798,0.905289222
Kakao,overall,25,29,M,KakaooverallM2529,-5.236826457,0.80798,0.950494984
Kakao,overall,30,34,M,KakaooverallM3034,-5.236826457,0.80798,0.954577257
Kakao,overall,35,39,M,KakaooverallM3539,-5.236826457,0.80798,0.985763066
Kakao,overall,40,44,M,KakaooverallM4044,-5.236826457,0.80798,0.833451746
Kakao,overall,45,49,M,KakaooverallM4549,-5.236826457,0.80798,0.833475007
Kakao,overall,7,12,F,KakaooverallF712,-5.236826457,0.80798,0.757025418
Kakao,overall,13,18,F,KakaooverallF1318,-5.236826457,0.80798,0.769954446
Kakao,overall,19,24,F,KakaooverallF1924,-5.236826457,0.80798,0.755935244
Kakao,overall,25,29,F,KakaooverallF2529,-5.236826457,0.80798,0.858317261
Kakao,overall,30,34,F,KakaooverallF3034,-5.236826457,0.80798,0.915739391
Kakao,overall,35,39,F,KakaooverallF3539,-5.236826457,0.80798,0.992159545
Kakao,overall,40,44,F,KakaooverallF4044,-5.236826457,0.80798,0.854336776
Kakao,overall,45,49,F,KakaooverallF4549,-5.236826457,0.80798,0.877471449
Kakao,overall,50,54,M,KakaooverallM5054,-5.236826457,0.80798,0.906231756
Kakao,overall,60,64,M,KakaooverallM6064,-5.236826457,0.80798,0.900092456
Kakao,overall,50,54,F,KakaooverallF5054,-5.236826457,0.80798,0.92449382
Kakao,overall,60,64,F,KakaooverallF6064,-5.236826457,0.80798,0.932005498
Kakao,동영상홍보하기,55,59,M,Kakao동영상홍보하기M5559,-5.29500166,0.84372,0.906231756
Kakao,동영상홍보하기,65,69,M,Kakao동영상홍보하기M6569,-5.348294546,0.8529,0.900092456
Kakao,동영상홍보하기,55,59,F,Kakao동영상홍보하기F5559,-5.29500166,0.84372,0.92449382
Kakao,동영상홍보하기,65,69,F,Kakao동영상홍보하기F6569,-5.348294546,0.8529,0.932005498
Kakao,동영상홍보하기,7,12,M,Kakao동영상홍보하기M712,-4.787734474,0.82451,0.846030297
Kakao,동영상홍보하기,13,18,M,Kakao동영상홍보하기M1318,-4.787734474,0.82451,0.947724985
Kakao,동영상홍보하기,19,24,M,Kakao동영상홍보하기M1924,-4.787734474,0.82451,0.905289222
Kakao,동영상홍보하기,25,29,M,Kakao동영상홍보하기M2529,-4.787734474,0.82451,0.950494984
Kakao,동영상홍보하기,30,34,M,Kakao동영상홍보하기M3034,-4.787734474,0.82451,0.954577257
Kakao,동영상홍보하기,35,39,M,Kakao동영상홍보하기M3539,-4.946322664,0.80542,0.985763066
Kakao,동영상홍보하기,40,44,M,Kakao동영상홍보하기M4044,-5.137506736,0.78271,0.833451746
Kakao,동영상홍보하기,45,49,M,Kakao동영상홍보하기M4549,-5.149114042,0.85067,0.833475007
Kakao,동영상홍보하기,7,12,F,Kakao동영상홍보하기F712,-4.787734474,0.82451,0.757025418
Kakao,동영상홍보하기,13,18,F,Kakao동영상홍보하기F1318,-4.787734474,0.82451,0.769954446
Kakao,동영상홍보하기,19,24,F,Kakao동영상홍보하기F1924,-4.787734474,0.82451,0.755935244
Kakao,동영상홍보하기,25,29,F,Kakao동영상홍보하기F2529,-4.787734474,0.82451,0.858317261
Kakao,동영상홍보하기,30,34,F,Kakao동영상홍보하기F3034,-4.787734474,0.82451,0.915739391
Kakao,동영상홍보하기,35,39,F,Kakao동영상홍보하기F3539,-4.946322664,0.80542,0.992159545
Kakao,동영상홍보하기,40,44,F,Kakao동영상홍보하기F4044,-5.137506736,0.78271,0.854336776
Kakao,동영상홍보하기,45,49,F,Kakao동영상홍보하기F4549,-5.149114042,0.85067,0.877471449
Kakao,동영상홍보하기,50,54,M,Kakao동영상홍보하기M5054,-5.29500166,0.84372,0.906231756
Kakao,동영상홍보하기,60,64,M,Kakao동영상홍보하기M6064,-5.348294546,0.8529,0.900092456
Kakao,동영상홍보하기,50,54,F,Kakao동영상홍보하기F5054,-5.29500166,0.84372,0.92449382
Kakao,동영상홍보하기,60,64,F,Kakao동영상홍보하기F6064,-5.348294546,0.8529,0.932005498
Kakao,웹사이트방문늘리기,55,59,M,Kakao웹사이트방문늘리기M5559,-5.29500166,0.84372,0.906231756
Kakao,웹사이트방문늘리기,65,69,M,Kakao웹사이트방문늘리기M6569,-5.348294546,0.8529,0.900092456
Kakao,웹사이트방문늘리기,55,59,F,Kakao웹사이트방문늘리기F5559,-5.29500166,0.84372,0.92449382
Kakao,웹사이트방문늘리기,65,69,F,Kakao웹사이트방문늘리기F6569,-5.348294546,0.8529,0.932005498
Kakao,웹사이트방문늘리기,7,12,M,Kakao웹사이트방문늘리기M712,-4.787734474,0.82451,0.846030297
Kakao,웹사이트방문늘리기,13,18,M,Kakao웹사이트방문늘리기M1318,-4.787734474,0.82451,0.947724985
Kakao,웹사이트방문늘리기,19,24,M,Kakao웹사이트방문늘리기M1924,-4.787734474,0.82451,0.905289222
Kakao,웹사이트방문늘리기,25,29,M,Kakao웹사이트방문늘리기M2529,-4.787734474,0.82451,0.950494984
Kakao,웹사이트방문늘리기,30,34,M,Kakao웹사이트방문늘리기M3034,-4.787734474,0.82451,0.954577257
Kakao,웹사이트방문늘리기,35,39,M,Kakao웹사이트방문늘리기M3539,-4.946322664,0.80542,0.985763066
Kakao,웹사이트방문늘리기,40,44,M,Kakao웹사이트방문늘리기M4044,-5.137506736,0.78271,0.833451746
Kakao,웹사이트방문늘리기,45,49,M,Kakao웹사이트방문늘리기M4549,-5.149114042,0.85067,0.833475007
Kakao,웹사이트방문늘리기,7,12,F,Kakao웹사이트방문늘리기F712,-4.787734474,0.82451,0.757025418
Kakao,웹사이트방문늘리기,13,18,F,Kakao웹사이트방문늘리기F1318,-4.787734474,0.82451,0.769954446
Kakao,웹사이트방문늘리기,19,24,F,Kakao웹사이트방문늘리기F1924,-4.787734474,0.82451,0.755935244
Kakao,웹사이트방문늘리기,25,29,F,Kakao웹사이트방문늘리기F2529,-4.787734474,0.82451,0.858317261
Kakao,웹사이트방문늘리기,30,34,F,Kakao웹사이트방문늘리기F3034,-4.787734474,0.82451,0.915739391
Kakao,웹사이트방문늘리기,35,39,F,Kakao웹사이트방문늘리기F3539,-4.946322664,0.80542,0.992159545
Kakao,웹사이트방문늘리기,40,44,F,Kakao웹사이트방문늘리기F4044,-5.137506736,0.78271,0.854336776
Kakao,웹사이트방문늘리기,45,49,F,Kakao웹사이트방문늘리기F4549,-5.149114042,0.85067,0.877471449
Kakao,웹사이트방문늘리기,50,54,M,Kakao웹사이트방문늘리기M5054,-5.29500166,0.84372,0.906231756
Kakao,웹사이트방문늘리기,60,64,M,Kakao웹사이트방문늘리기M6064,-5.348294546,0.8529,0.900092456
Kakao,웹사이트방문늘리기,50,54,F,Kakao웹사이트방문늘리기F5054,-5.29500166,0.84372,0.92449382
Kakao,웹사이트방문늘리기,60,64,F,Kakao웹사이트방문늘리기F6064,-5.348294546,0.8529,0.932005498
Kakao,카카오친구 늘리기,55,59,M,Kakao카카오친구 늘리기M5559,-5.29500166,0.84372,0.906231756
Kakao,카카오친구 늘리기,65,69,M,Kakao카카오친구 늘리기M6569,-5.348294546,0.8529,0.900092456
Kakao,카카오친구 늘리기,55,59,F,Kakao카카오친구 늘리기F5559,-5.29500166,0.84372,0.92449382
Kakao,카카오친구 늘리기,65,69,F,Kakao카카오친구 늘리기F6569,-5.348294546,0.8529,0.932005498
Kakao,카카오친구 늘리기,7,12,M,Kakao카카오친구 늘리기M712,-4.787734474,0.82451,0.846030297
Kakao,카카오친구 늘리기,13,18,M,Kakao카카오친구 늘리기M1318,-4.787734474,0.82451,0.947724985
Kakao,카카오친구 늘리기,19,24,M,Kakao카카오친구 늘리기M1924,-4.787734474,0.82451,0.905289222
Kakao,카카오친구 늘리기,25,29,M,Kakao카카오친구 늘리기M2529,-4.787734474,0.82451,0.950494984
Kakao,카카오친구 늘리기,30,34,M,Kakao카카오친구 늘리기M3034,-4.787734474,0.82451,0.954577257
Kakao,카카오친구 늘리기,35,39,M,Kakao카카오친구 늘리기M3539,-4.946322664,0.80542,0.985763066
Kakao,카카오친구 늘리기,40,44,M,Kakao카카오친구 늘리기M4044,-5.137506736,0.78271,0.833451746
Kakao,카카오친구 늘리기,45,49,M,Kakao카카오친구 늘리기M4549,-5.149114042,0.85067,0.833475007
Kakao,카카오친구 늘리기,7,12,F,Kakao카카오친구 늘리기F712,-4.787734474,0.82451,0.757025418
Kakao,카카오친구 늘리기,13,18,F,Kakao카카오친구 늘리기F1318,-4.787734474,0.82451,0.769954446
Kakao,카카오친구 늘리기,19,24,F,Kakao카카오친구 늘리기F1924,-4.787734474,0.82451,0.755935244
Kakao,카카오친구 늘리기,25,29,F,Kakao카카오친구 늘리기F2529,-4.787734474,0.82451,0.858317261
Kakao,카카오친구 늘리기,30,34,F,Kakao카카오친구 늘리기F3034,-4.787734474,0.82451,0.915739391
Kakao,카카오친구 늘리기,35,39,F,Kakao카카오친구 늘리기F3539,-4.946322664,0.80542,0.992159545
Kakao,카카오친구 늘리기,40,44,F,Kakao카카오친구 늘리기F4044,-5.137506736,0.78271,0.854336776
Kakao,카카오친구 늘리기,45,49,F,Kakao카카오친구 늘리기F4549,-5.149114042,0.85067,0.877471449
Kakao,카카오친구 늘리기,50,54,M,Kakao카카오친구 늘리기M5054,-5.29500166,0.84372,0.906231756
Kakao,카카오친구 늘리기,60,64,M,Kakao카카오친구 늘리기M6064,-5.348294546,0.8529,0.900092456
Kakao,카카오친구 늘리기,50,54,F,Kakao카카오친구 늘리기F5054,-5.29500166,0.84372,0.92449382
Kakao,카카오친구 늘리기,60,64,F,Kakao카카오친구 늘리기F6064,-5.348294546,0.8529,0.932005498
GDN,overall,7,12,F,GDNoverallF712,-5.773123265,0.92194,0.9
GDN,overall,13,18,F,GDNoverallF1318,-5.773123265,0.92194,0.9
GDN,overall,19,24,F,GDNoverallF1924,-5.773123265,0.92194,0.9
GDN,overall,25,29,F,GDNoverallF2529,-5.773123265,0.92194,0.9
GDN,overall,30,34,F,GDNoverallF3034,-5.773123265,0.92194,0.9
GDN,overall,35,39,F,GDNoverallF3539,-5.773123265,0.92194,0.9
GDN,overall,40,44,F,GDNoverallF4044,-5.773123265,0.92194,0.9
GDN,overall,45,49,F,GDNoverallF4549,-5.773123265,0.92194,0.9
GDN,overall,50,54,F,GDNoverallF5054,-5.773123265,0.92194,0.9
GDN,overall,55,59,F,GDNoverallF5559,-5.773123265,0.92194,0.9
GDN,overall,60,64,F,GDNoverallF6064,-5.773123265,0.92194,0.9
GDN,overall,65,69,F,GDNoverallF6569,-5.773123265,0.92194,0.9
GDN,overall,7,12,M,GDNoverallM712,-5.773123265,0.92194,0.9
GDN,overall,13,18,M,GDNoverallM1318,-5.773123265,0.92194,0.9
GDN,overall,19,24,M,GDNoverallM1924,-5.773123265,0.92194,0.9
GDN,overall,25,29,M,GDNoverallM2529,-5.773123265,0.92194,0.9
GDN,overall,30,34,M,GDNoverallM3034,-5.773123265,0.92194,0.9
GDN,overall,35,39,M,GDNoverallM3539,-5.773123265,0.92194,0.9
GDN,overall,40,44,M,GDNoverallM4044,-5.773123265,0.92194,0.9
GDN,overall,45,49,M,GDNoverallM4549,-5.773123265,0.92194,0.9
GDN,overall,50,54,M,GDNoverallM5054,-5.773123265,0.92194,0.9
GDN,overall,55,59,M,GDNoverallM5559,-5.773123265,0.92194,0.9
GDN,overall,60,64,M,GDNoverallM6064,-5.773123265,0.92194,0.9
GDN,overall,65,69,M,GDNoverallM6569,-5.773123265,0.92194,0.9
FB/IG,Auction_VIDEO_VIEWS,55,59,M,FB/IGAuction_VIDEO_VIEWSM5559,-4.599651395,0.894760084,0.638652039
FB/IG,Auction_VIDEO_VIEWS,65,69,M,FB/IGAuction_VIDEO_VIEWSM6569,-4.645945753,0.904497808,0.611368006
FB/IG,Auction_VIDEO_VIEWS,55,59,F,FB/IGAuction_VIDEO_VIEWSF5559,-4.599651395,0.894760084,0.449612226
FB/IG,Auction_VIDEO_VIEWS,65,69,F,FB/IGAuction_VIDEO_VIEWSF6569,-4.645945753,0.904497808,0.414761351
FB/IG,Auction_VIDEO_VIEWS,7,12,M,FB/IGAuction_VIDEO_VIEWSM712,-4.158999558,0.874387643,0.384146057
FB/IG,Auction_VIDEO_VIEWS,13,18,M,FB/IGAuction_VIDEO_VIEWSM1318,-4.158999558,0.874387643,0.739535724
FB/IG,Auction_VIDEO_VIEWS,19,24,M,FB/IGAuction_VIDEO_VIEWSM1924,-4.158999558,0.874387643,0.740277356
FB/IG,Auction_VIDEO_VIEWS,25,29,M,FB/IGAuction_VIDEO_VIEWSM2529,-4.158999558,0.874387643,0.647824764
FB/IG,Auction_VIDEO_VIEWS,30,34,M,FB/IGAuction_VIDEO_VIEWSM3034,-4.158999558,0.874387643,0.667743064
FB/IG,Auction_VIDEO_VIEWS,35,39,M,FB/IGAuction_VIDEO_VIEWSM3539,-4.296761627,0.854150654,0.679916706
FB/IG,Auction_VIDEO_VIEWS,40,44,M,FB/IGAuction_VIDEO_VIEWSM4044,-4.462839022,0.830061615,0.678510641
FB/IG,Auction_VIDEO_VIEWS,45,49,M,FB/IGAuction_VIDEO_VIEWSM4549,-4.472922034,0.902137175,0.626865888
FB/IG,Auction_VIDEO_VIEWS,7,12,F,FB/IGAuction_VIDEO_VIEWSF712,-4.158999558,0.874387643,0.374326481
FB/IG,Auction_VIDEO_VIEWS,13,18,F,FB/IGAuction_VIDEO_VIEWSF1318,-4.158999558,0.874387643,0.557414433
FB/IG,Auction_VIDEO_VIEWS,19,24,F,FB/IGAuction_VIDEO_VIEWSF1924,-4.158999558,0.874387643,0.561913732
FB/IG,Auction_VIDEO_VIEWS,25,29,F,FB/IGAuction_VIDEO_VIEWSF2529,-4.158999558,0.874387643,0.574233791
FB/IG,Auction_VIDEO_VIEWS,30,34,F,FB/IGAuction_VIDEO_VIEWSF3034,-4.158999558,0.874387643,0.626657065
FB/IG,Auction_VIDEO_VIEWS,35,39,F,FB/IGAuction_VIDEO_VIEWSF3539,-4.296761627,0.854150654,0.539066465
FB/IG,Auction_VIDEO_VIEWS,40,44,F,FB/IGAuction_VIDEO_VIEWSF4044,-4.462839022,0.830061615,0.541814404
FB/IG,Auction_VIDEO_VIEWS,45,49,F,FB/IGAuction_VIDEO_VIEWSF4549,-4.472922034,0.902137175,0.549147728
FB/IG,Auction_VIDEO_VIEWS,50,54,M,FB/IGAuction_VIDEO_VIEWSM5054,-4.599651395,0.894760084,0.638652039
FB/IG,Auction_VIDEO_VIEWS,60,64,M,FB/IGAuction_VIDEO_VIEWSM6064,-4.645945753,0.904497808,0.611368006
FB/IG,Auction_VIDEO_VIEWS,50,54,F,FB/IGAuction_VIDEO_VIEWSF5054,-4.599651395,0.894760084,0.449612226
FB/IG,Auction_VIDEO_VIEWS,60,64,F,FB/IGAuction_VIDEO_VIEWSF6064,-4.645945753,0.904497808,0.414761351
FB/IG,Auction_APP_INSTALLS,55,59,M,FB/IGAuction_APP_INSTALLSM5559,-4.599651396,0.89476,0.638649088
FB/IG,Auction_APP_INSTALLS,65,69,M,FB/IGAuction_APP_INSTALLSM6569,-4.645945754,0.9045,0.611361858
FB/IG,Auction_APP_INSTALLS,55,59,F,FB/IGAuction_APP_INSTALLSF5559,-4.599651396,0.89476,0.449608298
FB/IG,Auction_APP_INSTALLS,65,69,F,FB/IGAuction_APP_INSTALLSF6569,-4.645945754,0.9045,0.414752974
FB/IG,Auction_APP_INSTALLS,7,12,M,FB/IGAuction_APP_INSTALLSM712,-4.158999558,0.87439,0.38413056
FB/IG,Auction_APP_INSTALLS,13,18,M,FB/IGAuction_APP_INSTALLSM1318,-4.158999558,0.87439,0.739528699
FB/IG,Auction_APP_INSTALLS,19,24,M,FB/IGAuction_APP_INSTALLSM1924,-4.158999558,0.87439,0.740272431
FB/IG,Auction_APP_INSTALLS,25,29,M,FB/IGAuction_APP_INSTALLSM2529,-4.158999558,0.87439,0.64781852
FB/IG,Auction_APP_INSTALLS,30,34,M,FB/IGAuction_APP_INSTALLSM3034,-4.158999558,0.87439,0.667736431
FB/IG,Auction_APP_INSTALLS,35,39,M,FB/IGAuction_APP_INSTALLSM3539,-4.296761627,0.85415,0.679911326
FB/IG,Auction_APP_INSTALLS,40,44,M,FB/IGAuction_APP_INSTALLSM4044,-4.462839023,0.83006,0.678504953
FB/IG,Auction_APP_INSTALLS,45,49,M,FB/IGAuction_APP_INSTALLSM4549,-4.472922034,0.90214,0.626860386
FB/IG,Auction_APP_INSTALLS,7,12,F,FB/IGAuction_APP_INSTALLSF712,-4.158999558,0.87439,0.374310665
FB/IG,Auction_APP_INSTALLS,13,18,F,FB/IGAuction_APP_INSTALLSF1318,-4.158999558,0.87439,0.557403754
FB/IG,Auction_APP_INSTALLS,19,24,F,FB/IGAuction_APP_INSTALLSF1924,-4.158999558,0.87439,0.561905912
FB/IG,Auction_APP_INSTALLS,25,29,F,FB/IGAuction_APP_INSTALLSF2529,-4.158999558,0.87439,0.574225641
FB/IG,Auction_APP_INSTALLS,30,34,F,FB/IGAuction_APP_INSTALLSF3034,-4.158999558,0.87439,0.626648921
FB/IG,Auction_APP_INSTALLS,35,39,F,FB/IGAuction_APP_INSTALLSF3539,-4.296761627,0.85415,0.539059215
FB/IG,Auction_APP_INSTALLS,40,44,F,FB/IGAuction_APP_INSTALLSF4044,-4.462839023,0.83006,0.541806921
FB/IG,Auction_APP_INSTALLS,45,49,F,FB/IGAuction_APP_INSTALLSF4549,-4.472922034,0.90214,0.549141428
FB/IG,Auction_APP_INSTALLS,50,54,M,FB/IGAuction_APP_INSTALLSM5054,-4.599651396,0.89476,0.638649088
FB/IG,Auction_APP_INSTALLS,60,64,M,FB/IGAuction_APP_INSTALLSM6064,-4.645945754,0.9045,0.611361858
FB/IG,Auction_APP_INSTALLS,50,54,F,FB/IGAuction_APP_INSTALLSF5054,-4.599651396,0.89476,0.449608298
FB/IG,Auction_APP_INSTALLS,60,64,F,FB/IGAuction_APP_INSTALLSF6064,-4.645945754,0.9045,0.414752974
FB/IG,Auction_BRAND_AWARENESS,55,59,M,FB/IGAuction_BRAND_AWARENESSM5559,-4.551105986,0.87064,0.638649088
FB/IG,Auction_BRAND_AWARENESS,65,69,M,FB/IGAuction_BRAND_AWARENESSM6569,-4.596911746,0.88011,0.611361858
FB/IG,Auction_BRAND_AWARENESS,55,59,F,FB/IGAuction_BRAND_AWARENESSF5559,-4.551105986,0.87064,0.449608298
